source_file,row_idx,dt_time,target_id,anomaly_family,anomaly_type,change_summary
DT snapshot_24hr_withOUT Trascription_with_Operation_08-01-2025.xlsx,2344,193200Z,LXJ375,ADS-B Integrity / Identity,Duplicate Hex or spoofed ID,Added second spatially separated track with same Hex
DT snapshot_24hr_withOUT Trascription_with_Operation_01-01-2026.csv,1243,102130Z,PDT6049,ADS-B Integrity / Identity,Duplicate Hex or spoofed ID,Added second spatially separated track with same Hex
DT snapshot_24hr_withOUT Trascription_with_Operation_09-01-2025.xlsx,649,052430Z,CSB821,ADS-B Integrity / Identity,Duplicate Hex or spoofed ID,Added second spatially separated track with same Hex
DT snapshot_24hr_withOUT Trascription_with_Operation_01-01-2026.csv,1670,135500Z,N512WF,ADS-B Integrity / Identity,Duplicate Hex or spoofed ID,Added second spatially separated track with same Hex
DT snapshot_24hr_withOUT Trascription_with_Operation_10-01-2025.csv,433,033630Z,DAL2642,ADS-B Integrity / Identity,Duplicate Hex or spoofed ID,Added second spatially separated track with same Hex
DT snapshot_24hr_withOUT Trascription_with_Operation_03-01-2026.xlsx,2459,202930Z,RPA3570,ADS-B Integrity / Identity,Duplicate Hex or spoofed ID,Added second spatially separated track with same Hex
DT snapshot_24hr_withOUT Trascription_with_Operation_09-01-2025.xlsx,1452,120600Z,LXJ437,ADS-B Integrity / Identity,Duplicate Hex or spoofed ID,Added second spatially separated track with same Hex
DT snapshot_24hr_withOUT Trascription_with_Operation_10-01-2025.csv,2132,174600Z,DAL1437,ADS-B Integrity / Identity,Duplicate Hex or spoofed ID,Added second spatially separated track with same Hex
DT snapshot_24hr_withOUT Trascription_with_Operation_11-01-2025.csv,408,032400Z,CSB421,ADS-B Integrity / Identity,Duplicate Hex or spoofed ID,Added second spatially separated track with same Hex
DT snapshot_24hr_withOUT Trascription_with_Operation_09-01-2025.xlsx,236,015800Z,N8272V,ADS-B Integrity / Identity,Duplicate Hex or spoofed ID,Added second spatially separated track with same Hex
DT snapshot_24hr_withOUT Trascription_with_Operation_08-01-2025.xlsx,1880,154000Z,EJA810,ADS-B Integrity / Identity,Duplicate Hex or spoofed ID,Added second spatially separated track with same Hex
DT snapshot_24hr_withOUT Trascription_with_Operation_09-01-2025.xlsx,348,025400Z,N7764G,ADS-B Integrity / Identity,Duplicate Hex or spoofed ID,Added second spatially separated track with same Hex
DT snapshot_24hr_withOUT Trascription_with_Operation_01-01-2026.csv,1452,120600Z,ENY3784,ADS-B Integrity / Identity,Duplicate Hex or spoofed ID,Added second spatially separated track with same Hex
DT snapshot_24hr_withOUT Trascription_with_Operation_03-01-2026.xlsx,1974,162700Z,N3744G,ADS-B Integrity / Identity,Duplicate Hex or spoofed ID,Added second spatially separated track with same Hex
DT snapshot_24hr_withOUT Trascription_with_Operation_10-01-2025.csv,1816,150800Z,PDT6103,ADS-B Integrity / Identity,Duplicate Hex or spoofed ID,Added second spatially separated track with same Hex
DT snapshot_24hr_withOUT Trascription_with_Operation_03-01-2026.xlsx,890,072500Z,N171AR,ADS-B Integrity / Identity,Duplicate Hex or spoofed ID,Added second spatially separated track with same Hex
DT snapshot_24hr_withOUT Trascription_with_Operation_11-01-2025.csv,61,003030Z,DAL30,ADS-B Integrity / Identity,Duplicate Hex or spoofed ID,Added second spatially separated track with same Hex
DT snapshot_24hr_withOUT Trascription_with_Operation_03-01-2026.xlsx,305,023230Z,DAL1734,ADS-B Integrity / Identity,Duplicate Hex or spoofed ID,Added second spatially separated track with same Hex
DT snapshot_24hr_withOUT Trascription_with_Operation_10-01-2025.csv,2007,164330Z,GJS4451,ADS-B Integrity / Identity,Duplicate Hex or spoofed ID,Added second spatially separated track with same Hex
DT snapshot_24hr_withOUT Trascription_with_Operation_10-01-2025.csv,1409,114430Z,DAL987,ADS-B Integrity / Identity,Duplicate Hex or spoofed ID,Added second spatially separated track with same Hex
DT snapshot_24hr_withOUT Trascription_with_Operation_08-01-2025.xlsx,2706,223300Z,AAL2762,ADS-B Integrity / Identity,Duplicate Hex or spoofed ID,Added second spatially separated track with same Hex
DT snapshot_24hr_withOUT Trascription_with_Operation_02-01-2026.xlsx,1718,141900Z,PDT5960,ADS-B Integrity / Identity,Duplicate Hex or spoofed ID,Added second spatially separated track with same Hex
DT snapshot_24hr_withOUT Trascription_with_Operation_02-01-2026.xlsx,2030,165500Z,RVJ524,ADS-B Integrity / Identity,Duplicate Hex or spoofed ID,Added second spatially separated track with same Hex
DT snapshot_24hr_withOUT Trascription_with_Operation_08-01-2025.xlsx,2624,215200Z,AAL2762,ADS-B Integrity / Identity,Duplicate Hex or spoofed ID,Added second spatially separated track with same Hex
DT snapshot_24hr_withOUT Trascription_with_Operation_10-01-2025.csv,253,020630Z,N5116Q,ADS-B Integrity / Identity,Duplicate Hex or spoofed ID,Added second spatially separated track with same Hex
DT snapshot_24hr_withOUT Trascription_with_Operation_08-01-2025.xlsx,127,010330Z,DAL2314,ADS-B Integrity / Identity,Duplicate Hex or spoofed ID,Added second spatially separated track with same Hex
DT snapshot_24hr_withOUT Trascription_with_Operation_03-01-2026.xlsx,102,005100Z,N515MB,ADS-B Integrity / Identity,Duplicate Hex or spoofed ID,Added second spatially separated track with same Hex
DT snapshot_24hr_withOUT Trascription_with_Operation_10-01-2025.csv,1901,155030Z,N7010Y,ADS-B Integrity / Identity,Duplicate Hex or spoofed ID,Added second spatially separated track with same Hex
DT snapshot_24hr_withOUT Trascription_with_Operation_02-01-2026.xlsx,182,013100Z,UAL1474,ADS-B Integrity / Identity,Duplicate Hex or spoofed ID,Added second spatially separated track with same Hex
DT snapshot_24hr_withOUT Trascription_with_Operation_03-01-2026.xlsx,1498,122900Z,ENY3413,ADS-B Integrity / Identity,Duplicate Hex or spoofed ID,Added second spatially separated track with same Hex
DT snapshot_24hr_withOUT Trascription_with_Operation_02-01-2026.xlsx,120,010000Z,JBU1378,ADS-B Integrity / Identity,Duplicate Hex or spoofed ID,Added second spatially separated track with same Hex
DT snapshot_24hr_withOUT Trascription_with_Operation_08-01-2025.xlsx,447,034330Z,AAL1040,ADS-B Integrity / Identity,Duplicate Hex or spoofed ID,Added second spatially separated track with same Hex
DT snapshot_24hr_withOUT Trascription_with_Operation_01-01-2026.csv,1264,103200Z,LRC601,ADS-B Integrity / Identity,Duplicate Hex or spoofed ID,Added second spatially separated track with same Hex
DT snapshot_24hr_withOUT Trascription_with_Operation_02-01-2026.xlsx,2478,203900Z,JBU932,ADS-B Integrity / Identity,Duplicate Hex or spoofed ID,Added second spatially separated track with same Hex
DT snapshot_24hr_withOUT Trascription_with_Operation_10-01-2025.csv,520,042000Z,ABX2047,ADS-B Integrity / Identity,Duplicate Hex or spoofed ID,Added second spatially separated track with same Hex
DT snapshot_24hr_withOUT Trascription_with_Operation_10-01-2025.csv,1995,163730Z,N400CE,ADS-B Integrity / Identity,Duplicate Hex or spoofed ID,Added second spatially separated track with same Hex
DT snapshot_24hr_withOUT Trascription_with_Operation_03-01-2026.xlsx,2233,183630Z,DAL3060,ADS-B Integrity / Identity,Duplicate Hex or spoofed ID,Added second spatially separated track with same Hex
DT snapshot_24hr_withOUT Trascription_with_Operation_10-01-2025.csv,2358,193900Z,N91W,ADS-B Integrity / Identity,Duplicate Hex or spoofed ID,Added second spatially separated track with same Hex
DT snapshot_24hr_withOUT Trascription_with_Operation_03-01-2026.xlsx,90,004500Z,DAL30,ADS-B Integrity / Identity,Duplicate Hex or spoofed ID,Added second spatially separated track with same Hex
DT snapshot_24hr_withOUT Trascription_with_Operation_08-01-2025.xlsx,2810,232500Z,VJA668,ADS-B Integrity / Identity,Duplicate Hex or spoofed ID,Added second spatially separated track with same Hex
DT snapshot_24hr_withOUT Trascription_with_Operation_10-01-2025.csv,2221,183030Z,JIA5427,ADS-B Integrity / Identity,Duplicate Hex or spoofed ID,Added second spatially separated track with same Hex
DT snapshot_24hr_withOUT Trascription_with_Operation_09-01-2025.xlsx,2802,232100Z,N715BL,ADS-B Integrity / Identity,Duplicate Hex or spoofed ID,Added second spatially separated track with same Hex
DT snapshot_24hr_withOUT Trascription_with_Operation_10-01-2025.csv,1583,131130Z,CGDPG,ADS-B Integrity / Identity,Duplicate Hex or spoofed ID,Added second spatially separated track with same Hex
DT snapshot_24hr_withOUT Trascription_with_Operation_09-01-2025.xlsx,1406,114300Z,ENY3965,ADS-B Integrity / Identity,Duplicate Hex or spoofed ID,Added second spatially separated track with same Hex
DT snapshot_24hr_withOUT Trascription_with_Operation_09-01-2025.xlsx,1893,154630Z,N6341R,ADS-B Integrity / Identity,Duplicate Hex or spoofed ID,Added second spatially separated track with same Hex
DT snapshot_24hr_withOUT Trascription_with_Operation_02-01-2026.xlsx,2222,183100Z,MXY809,ADS-B Integrity / Identity,Duplicate Hex or spoofed ID,Added second spatially separated track with same Hex
DT snapshot_24hr_withOUT Trascription_with_Operation_01-01-2026.csv,1510,123500Z,JIA5526,ADS-B Integrity / Identity,Duplicate Hex or spoofed ID,Added second spatially separated track with same Hex
DT snapshot_24hr_withOUT Trascription_with_Operation_10-01-2025.csv,1000,082000Z,MTN8505,ADS-B Integrity / Identity,Duplicate Hex or spoofed ID,Added second spatially separated track with same Hex
DT snapshot_24hr_withOUT Trascription_with_Operation_09-01-2025.xlsx,2535,210730Z,N65SQ,ADS-B Integrity / Identity,Duplicate Hex or spoofed ID,Added second spatially separated track with same Hex
DT snapshot_24hr_withOUT Trascription_with_Operation_09-01-2025.xlsx,456,034800Z,BAW23T,ADS-B Integrity / Identity,Duplicate Hex or spoofed ID,Added second spatially separated track with same Hex
DT snapshot_24hr_withOUT Trascription_with_Operation_09-01-2025.xlsx,2132,174600Z,PDT5955,ADS-B Integrity / Identity,Duplicate Hex or spoofed ID,Added second spatially separated track with same Hex
DT snapshot_24hr_withOUT Trascription_with_Operation_03-01-2026.xlsx,1309,105430Z,JIA5107,ADS-B Integrity / Identity,Duplicate Hex or spoofed ID,Added second spatially separated track with same Hex
DT snapshot_24hr_withOUT Trascription_with_Operation_09-01-2025.xlsx,2649,220430Z,JIA5061,ADS-B Integrity / Identity,Duplicate Hex or spoofed ID,Added second spatially separated track with same Hex
DT snapshot_24hr_withOUT Trascription_with_Operation_01-01-2026.csv,523,042130Z,DAL2642,ADS-B Integrity / Identity,Duplicate Hex or spoofed ID,Added second spatially separated track with same Hex
DT snapshot_24hr_withOUT Trascription_with_Operation_10-01-2025.csv,406,032300Z,EDV5407,ADS-B Integrity / Identity,Duplicate Hex or spoofed ID,Added second spatially separated track with same Hex
DT snapshot_24hr_withOUT Trascription_with_Operation_10-01-2025.csv,1725,142230Z,PDT5971,ADS-B Integrity / Identity,Duplicate Hex or spoofed ID,Added second spatially separated track with same Hex
DT snapshot_24hr_withOUT Trascription_with_Operation_08-01-2025.xlsx,2019,164930Z,N388B,ADS-B Integrity / Identity,Duplicate Hex or spoofed ID,Added second spatially separated track with same Hex
DT snapshot_24hr_withOUT Trascription_with_Operation_02-01-2026.xlsx,1954,161700Z,GJS4509,ADS-B Integrity / Identity,Duplicate Hex or spoofed ID,Added second spatially separated track with same Hex
DT snapshot_24hr_withOUT Trascription_with_Operation_09-01-2025.xlsx,879,071930Z,CSB421,ADS-B Integrity / Identity,Duplicate Hex or spoofed ID,Added second spatially separated track with same Hex
DT snapshot_24hr_withOUT Trascription_with_Operation_03-01-2026.xlsx,1741,143030Z,PDT6107,ADS-B Integrity / Identity,Duplicate Hex or spoofed ID,Added second spatially separated track with same Hex
DT snapshot_24hr_withOUT Trascription_with_Operation_03-01-2026.xlsx,1823,151130Z,N7321G,ADS-B Integrity / Identity,Duplicate Hex or spoofed ID,Added second spatially separated track with same Hex
DT snapshot_24hr_withOUT Trascription_with_Operation_08-01-2025.xlsx,412,032600Z,SWA1960,ADS-B Integrity / Identity,Duplicate Hex or spoofed ID,Added second spatially separated track with same Hex
DT snapshot_24hr_withOUT Trascription_with_Operation_08-01-2025.xlsx,1252,102600Z,ENY3739,ADS-B Integrity / Identity,Duplicate Hex or spoofed ID,Added second spatially separated track with same Hex
DT snapshot_24hr_withOUT Trascription_with_Operation_03-01-2026.xlsx,1232,101600Z,N620NG,ADS-B Integrity / Identity,Duplicate Hex or spoofed ID,Added second spatially separated track with same Hex
DT snapshot_24hr_withOUT Trascription_with_Operation_02-01-2026.xlsx,383,031130Z,AAL80,ADS-B Integrity / Identity,Duplicate Hex or spoofed ID,Added second spatially separated track with same Hex
DT snapshot_24hr_withOUT Trascription_with_Operation_09-01-2025.xlsx,1881,154030Z,AAL2846,ADS-B Integrity / Identity,Duplicate Hex or spoofed ID,Added second spatially separated track with same Hex
DT snapshot_24hr_withOUT Trascription_with_Operation_09-01-2025.xlsx,522,042100Z,AAL1316,ADS-B Integrity / Identity,Duplicate Hex or spoofed ID,Added second spatially separated track with same Hex
DT snapshot_24hr_withOUT Trascription_with_Operation_08-01-2025.xlsx,1790,145500Z,EDV5129,ADS-B Integrity / Identity,Duplicate Hex or spoofed ID,Added second spatially separated track with same Hex
DT snapshot_24hr_withOUT Trascription_with_Operation_08-01-2025.xlsx,1337,110830Z,AAL3291,ADS-B Integrity / Identity,Duplicate Hex or spoofed ID,Added second spatially separated track with same Hex
DT snapshot_24hr_withOUT Trascription_with_Operation_03-01-2026.xlsx,1842,152100Z,None,ADS-B Integrity / Identity,Duplicate Hex or spoofed ID,Added second spatially separated track with same Hex
DT snapshot_24hr_withOUT Trascription_with_Operation_02-01-2026.xlsx,1691,140530Z,POE511,ADS-B Integrity / Identity,Duplicate Hex or spoofed ID,Added second spatially separated track with same Hex
DT snapshot_24hr_withOUT Trascription_with_Operation_01-01-2026.csv,210,014500Z,JBU400,ADS-B Integrity / Identity,Duplicate Hex or spoofed ID,Added second spatially separated track with same Hex
DT snapshot_24hr_withOUT Trascription_with_Operation_02-01-2026.xlsx,2570,212500Z,AAL1367,ADS-B Integrity / Identity,Duplicate Hex or spoofed ID,Added second spatially separated track with same Hex
DT snapshot_24hr_withOUT Trascription_with_Operation_03-01-2026.xlsx,2532,210600Z,N38752,ADS-B Integrity / Identity,Duplicate Hex or spoofed ID,Added second spatially separated track with same Hex
DT snapshot_24hr_withOUT Trascription_with_Operation_09-01-2025.xlsx,2648,220400Z,JIA5061,ADS-B Integrity / Identity,Duplicate Hex or spoofed ID,Added second spatially separated track with same Hex
DT snapshot_24hr_withOUT Trascription_with_Operation_10-01-2025.csv,1976,162800Z,N6341R,ADS-B Integrity / Identity,Duplicate Hex or spoofed ID,Added second spatially separated track with same Hex
DT snapshot_24hr_withOUT Trascription_with_Operation_08-01-2025.xlsx,2425,201230Z,N93FB,ADS-B Integrity / Identity,Duplicate Hex or spoofed ID,Added second spatially separated track with same Hex
DT snapshot_24hr_withOUT Trascription_with_Operation_02-01-2026.xlsx,1705,141230Z,EJA697,ADS-B Integrity / Identity,Duplicate Hex or spoofed ID,Added second spatially separated track with same Hex
DT snapshot_24hr_withOUT Trascription_with_Operation_09-01-2025.xlsx,2044,170200Z,LXJ345,ADS-B Integrity / Identity,Duplicate Hex or spoofed ID,Added second spatially separated track with same Hex
DT snapshot_24hr_withOUT Trascription_with_Operation_10-01-2025.csv,2208,182400Z,N7321G,ADS-B Integrity / Identity,Duplicate Hex or spoofed ID,Added second spatially separated track with same Hex
DT snapshot_24hr_withOUT Trascription_with_Operation_01-01-2026.csv,1285,104230Z,PDT5908,ADS-B Integrity / Identity,Duplicate Hex or spoofed ID,Added second spatially separated track with same Hex
DT snapshot_24hr_withOUT Trascription_with_Operation_02-01-2026.xlsx,2254,184700Z,N558FL,ADS-B Integrity / Identity,Duplicate Hex or spoofed ID,Added second spatially separated track with same Hex
DT snapshot_24hr_withOUT Trascription_with_Operation_11-01-2025.csv,477,035830Z,FFT3351,ADS-B Integrity / Identity,Duplicate Hex or spoofed ID,Added second spatially separated track with same Hex
DT snapshot_24hr_withOUT Trascription_with_Operation_01-01-2026.csv,1927,160330Z,RPA4419,ADS-B Integrity / Identity,Duplicate Hex or spoofed ID,Added second spatially separated track with same Hex
DT snapshot_24hr_withOUT Trascription_with_Operation_08-01-2025.xlsx,2303,191130Z,MVP471,ADS-B Integrity / Identity,Duplicate Hex or spoofed ID,Added second spatially separated track with same Hex
DT snapshot_24hr_withOUT Trascription_with_Operation_03-01-2026.xlsx,2006,164300Z,N5730J,ADS-B Integrity / Identity,Duplicate Hex or spoofed ID,Added second spatially separated track with same Hex
DT snapshot_24hr_withOUT Trascription_with_Operation_10-01-2025.csv,201,014030Z,N724LU,ADS-B Integrity / Identity,Duplicate Hex or spoofed ID,Added second spatially separated track with same Hex
DT snapshot_24hr_withOUT Trascription_with_Operation_03-01-2026.xlsx,2662,221100Z,JBU2825,ADS-B Integrity / Identity,Duplicate Hex or spoofed ID,Added second spatially separated track with same Hex
DT snapshot_24hr_withOUT Trascription_with_Operation_09-01-2025.xlsx,72,003600Z,AAL544,ADS-B Integrity / Identity,Duplicate Hex or spoofed ID,Added second spatially separated track with same Hex
DT snapshot_24hr_withOUT Trascription_with_Operation_01-01-2026.csv,1793,145630Z,EDV5125,ADS-B Integrity / Identity,Duplicate Hex or spoofed ID,Added second spatially separated track with same Hex
DT snapshot_24hr_withOUT Trascription_with_Operation_03-01-2026.xlsx,2689,222430Z,N357ES,ADS-B Integrity / Identity,Duplicate Hex or spoofed ID,Added second spatially separated track with same Hex
DT snapshot_24hr_withOUT Trascription_with_Operation_10-01-2025.csv,1828,151400Z,N44566,ADS-B Integrity / Identity,Duplicate Hex or spoofed ID,Added second spatially separated track with same Hex
DT snapshot_24hr_withOUT Trascription_with_Operation_03-01-2026.xlsx,2130,174500Z,N2872Q,ADS-B Integrity / Identity,Duplicate Hex or spoofed ID,Added second spatially separated track with same Hex
DT snapshot_24hr_withOUT Trascription_with_Operation_10-01-2025.csv,784,063200Z,FDX1042,ADS-B Integrity / Identity,Duplicate Hex or spoofed ID,Added second spatially separated track with same Hex
DT snapshot_24hr_withOUT Trascription_with_Operation_01-01-2026.csv,1239,101930Z,PDT6049,ADS-B Integrity / Identity,Duplicate Hex or spoofed ID,Added second spatially separated track with same Hex
DT snapshot_24hr_withOUT Trascription_with_Operation_08-01-2025.xlsx,2451,202530Z,SKW5395,ADS-B Integrity / Identity,Duplicate Hex or spoofed ID,Added second spatially separated track with same Hex
DT snapshot_24hr_withOUT Trascription_with_Operation_10-01-2025.csv,424,033200Z,DAL3005,ADS-B Integrity / Identity,Duplicate Hex or spoofed ID,Added second spatially separated track with same Hex
DT snapshot_24hr_withOUT Trascription_with_Operation_03-01-2026.xlsx,2640,220000Z,N9801G,ADS-B Integrity / Identity,Duplicate Hex or spoofed ID,Added second spatially separated track with same Hex
DT snapshot_24hr_withOUT Trascription_with_Operation_09-01-2025.xlsx,1927,160330Z,JBU2278,ADS-B Integrity / Identity,Duplicate Hex or spoofed ID,Added second spatially separated track with same Hex
DT snapshot_24hr_withOUT Trascription_with_Operation_10-01-2025.csv,93,004630Z,N8949C,ADS-B Integrity / Identity,Duplicate Hex or spoofed ID,Added second spatially separated track with same Hex
DT snapshot_24hr_withOUT Trascription_with_Operation_02-01-2026.xlsx,2461,203030Z,ACA920,ADS-B Integrity / Identity,Duplicate Hex or spoofed ID,Added second spatially separated track with same Hex
DT snapshot_24hr_withOUT Trascription_with_Operation_10-01-2025.csv,235,015730Z,N8272V,ADS-B Integrity / Identity,Duplicate Hex or spoofed ID,Added second spatially separated track with same Hex
DT snapshot_24hr_withOUT Trascription_with_Operation_10-01-2025.csv,363,030130Z,AAL1316,ADS-B Integrity / Identity,Duplicate Hex or spoofed ID,Added second spatially separated track with same Hex
DT snapshot_24hr_withOUT Trascription_with_Operation_03-01-2026.xlsx,2081,172030Z,AAL3046,ADS-B Integrity / Identity,Duplicate Hex or spoofed ID,Added second spatially separated track with same Hex
DT snapshot_24hr_withOUT Trascription_with_Operation_11-01-2025.csv,251,020530Z,FDX1338,ADS-B Integrity / Identity,Duplicate Hex or spoofed ID,Added second spatially separated track with same Hex
DT snapshot_24hr_withOUT Trascription_with_Operation_09-01-2025.xlsx,1447,120330Z,N65614,ADS-B Integrity / Identity,Duplicate Hex or spoofed ID,Added second spatially separated track with same Hex
DT snapshot_24hr_withOUT Trascription_with_Operation_03-01-2026.xlsx,1968,162400Z,N46338,ADS-B Integrity / Identity,Duplicate Hex or spoofed ID,Added second spatially separated track with same Hex
DT snapshot_24hr_withOUT Trascription_with_Operation_03-01-2026.xlsx,1726,142300Z,UPS5277,Surveillance Integrity,Low SIL / NAC / RSSI - integrity below threshold,Low SIL / NAC / RSSI - integrity below threshold
DT snapshot_24hr_withOUT Trascription_with_Operation_09-01-2025.xlsx,1397,113830Z,ENY3965,Surveillance Integrity,Low SIL / NAC / RSSI - integrity below threshold,Low SIL / NAC / RSSI - integrity below threshold
DT snapshot_24hr_withOUT Trascription_with_Operation_10-01-2025.csv,984,081200Z,FDX1060,Surveillance Integrity,Low SIL / NAC / RSSI - integrity below threshold,Low SIL / NAC / RSSI - integrity below threshold
DT snapshot_24hr_withOUT Trascription_with_Operation_09-01-2025.xlsx,2282,190100Z,RKJ917,Surveillance Integrity,Low SIL / NAC / RSSI - integrity below threshold,Low SIL / NAC / RSSI - integrity below threshold
DT snapshot_24hr_withOUT Trascription_with_Operation_10-01-2025.csv,385,031230Z,N138KV,Surveillance Integrity,Low SIL / NAC / RSSI - integrity below threshold,Low SIL / NAC / RSSI - integrity below threshold
DT snapshot_24hr_withOUT Trascription_with_Operation_01-01-2026.csv,1333,110630Z,ENY3413,Surveillance Integrity,Low SIL / NAC / RSSI - integrity below threshold,Low SIL / NAC / RSSI - integrity below threshold
DT snapshot_24hr_withOUT Trascription_with_Operation_10-01-2025.csv,313,023630Z,ABX2047,Surveillance Integrity,Low SIL / NAC / RSSI - integrity below threshold,Low SIL / NAC / RSSI - integrity below threshold
DT snapshot_24hr_withOUT Trascription_with_Operation_02-01-2026.xlsx,2480,204000Z,RPA3708,Surveillance Integrity,Low SIL / NAC / RSSI - integrity below threshold,Low SIL / NAC / RSSI - integrity below threshold
DT snapshot_24hr_withOUT Trascription_with_Operation_09-01-2025.xlsx,483,040130Z,THY2AY,Surveillance Integrity,Low SIL / NAC / RSSI - integrity below threshold,Low SIL / NAC / RSSI - integrity below threshold
DT snapshot_24hr_withOUT Trascription_with_Operation_08-01-2025.xlsx,223,015130Z,ENY4054,Surveillance Integrity,Low SIL / NAC / RSSI - integrity below threshold,Low SIL / NAC / RSSI - integrity below threshold
DT snapshot_24hr_withOUT Trascription_with_Operation_11-01-2025.csv,563,044130Z,FFT1082,Surveillance Integrity,Low SIL / NAC / RSSI - integrity below threshold,Low SIL / NAC / RSSI - integrity below threshold
DT snapshot_24hr_withOUT Trascription_with_Operation_02-01-2026.xlsx,1903,155130Z,RPA4419,Surveillance Integrity,Low SIL / NAC / RSSI - integrity below threshold,Low SIL / NAC / RSSI - integrity below threshold
DT snapshot_24hr_withOUT Trascription_with_Operation_02-01-2026.xlsx,1486,122300Z,JBU1891,Surveillance Integrity,Low SIL / NAC / RSSI - integrity below threshold,Low SIL / NAC / RSSI - integrity below threshold
DT snapshot_24hr_withOUT Trascription_with_Operation_02-01-2026.xlsx,2387,195330Z,N325PE,Surveillance Integrity,Low SIL / NAC / RSSI - integrity below threshold,Low SIL / NAC / RSSI - integrity below threshold
DT snapshot_24hr_withOUT Trascription_with_Operation_02-01-2026.xlsx,1680,140000Z,FFT1577,Surveillance Integrity,Low SIL / NAC / RSSI - integrity below threshold,Low SIL / NAC / RSSI - integrity below threshold
DT snapshot_24hr_withOUT Trascription_with_Operation_11-01-2025.csv,447,034330Z,CSB421,Surveillance Integrity,Low SIL / NAC / RSSI - integrity below threshold,Low SIL / NAC / RSSI - integrity below threshold
DT snapshot_24hr_withOUT Trascription_with_Operation_01-01-2026.csv,1874,153700Z,N420EH,Surveillance Integrity,Low SIL / NAC / RSSI - integrity below threshold,Low SIL / NAC / RSSI - integrity below threshold
DT snapshot_24hr_withOUT Trascription_with_Operation_10-01-2025.csv,817,064830Z,FDX1040,Surveillance Integrity,Low SIL / NAC / RSSI - integrity below threshold,Low SIL / NAC / RSSI - integrity below threshold
DT snapshot_24hr_withOUT Trascription_with_Operation_09-01-2025.xlsx,2349,193430Z,RKJ917,Surveillance Integrity,Low SIL / NAC / RSSI - integrity below threshold,Low SIL / NAC / RSSI - integrity below threshold
DT snapshot_24hr_withOUT Trascription_with_Operation_01-01-2026.csv,208,014400Z,N528BL,Surveillance Integrity,Low SIL / NAC / RSSI - integrity below threshold,Low SIL / NAC / RSSI - integrity below threshold
DT snapshot_24hr_withOUT Trascription_with_Operation_11-01-2025.csv,519,041930Z,MXY859,Surveillance Integrity,Low SIL / NAC / RSSI - integrity below threshold,Low SIL / NAC / RSSI - integrity below threshold
DT snapshot_24hr_withOUT Trascription_with_Operation_02-01-2026.xlsx,2769,230430Z,ENY3939,Surveillance Integrity,Low SIL / NAC / RSSI - integrity below threshold,Low SIL / NAC / RSSI - integrity below threshold
DT snapshot_24hr_withOUT Trascription_with_Operation_08-01-2025.xlsx,1474,121700Z,DAL3179,Surveillance Integrity,Low SIL / NAC / RSSI - integrity below threshold,Low SIL / NAC / RSSI - integrity below threshold
DT snapshot_24hr_withOUT Trascription_with_Operation_09-01-2025.xlsx,2837,233830Z,SWA2062,Surveillance Integrity,Low SIL / NAC / RSSI - integrity below threshold,Low SIL / NAC / RSSI - integrity below threshold
DT snapshot_24hr_withOUT Trascription_with_Operation_02-01-2026.xlsx,2555,211730Z,N470MD,Surveillance Integrity,Low SIL / NAC / RSSI - integrity below threshold,Low SIL / NAC / RSSI - integrity below threshold
DT snapshot_24hr_withOUT Trascription_with_Operation_08-01-2025.xlsx,530,042500Z,FDX1040,Surveillance Integrity,Low SIL / NAC / RSSI - integrity below threshold,Low SIL / NAC / RSSI - integrity below threshold
DT snapshot_24hr_withOUT Trascription_with_Operation_08-01-2025.xlsx,187,013330Z,UAL2463,Surveillance Integrity,Low SIL / NAC / RSSI - integrity below threshold,Low SIL / NAC / RSSI - integrity below threshold
DT snapshot_24hr_withOUT Trascription_with_Operation_10-01-2025.csv,1402,114100Z,JBU891,Surveillance Integrity,Low SIL / NAC / RSSI - integrity below threshold,Low SIL / NAC / RSSI - integrity below threshold
DT snapshot_24hr_withOUT Trascription_with_Operation_02-01-2026.xlsx,2287,190330Z,AAY841,Surveillance Integrity,Low SIL / NAC / RSSI - integrity below threshold,Low SIL / NAC / RSSI - integrity below threshold
DT snapshot_24hr_withOUT Trascription_with_Operation_03-01-2026.xlsx,1094,090700Z,AMX007,Surveillance Integrity,Low SIL / NAC / RSSI - integrity below threshold,Low SIL / NAC / RSSI - integrity below threshold
DT snapshot_24hr_withOUT Trascription_with_Operation_10-01-2025.csv,1013,082630Z,FDX1079,Surveillance Integrity,Low SIL / NAC / RSSI - integrity below threshold,Low SIL / NAC / RSSI - integrity below threshold
DT snapshot_24hr_withOUT Trascription_with_Operation_09-01-2025.xlsx,1218,100900Z,RPA5854,Surveillance Integrity,Low SIL / NAC / RSSI - integrity below threshold,Low SIL / NAC / RSSI - integrity below threshold
DT snapshot_24hr_withOUT Trascription_with_Operation_09-01-2025.xlsx,1679,135930Z,AAL2846,Surveillance Integrity,Low SIL / NAC / RSSI - integrity below threshold,Low SIL / NAC / RSSI - integrity below threshold
DT snapshot_24hr_withOUT Trascription_with_Operation_02-01-2026.xlsx,2265,185230Z,DAL1085,Surveillance Integrity,Low SIL / NAC / RSSI - integrity below threshold,Low SIL / NAC / RSSI - integrity below threshold
DT snapshot_24hr_withOUT Trascription_with_Operation_09-01-2025.xlsx,2729,224430Z,DAL468,Surveillance Integrity,Low SIL / NAC / RSSI - integrity below threshold,Low SIL / NAC / RSSI - integrity below threshold
